427,Pala 22,Cliente Receptor GPS2,10.117.121.137,n,n,n,n
428,Pala 22,Cliente ION,10.117.121.138,n,n,n,n
429,Pala 22,Clente Datalogger MEM Eth0,10.117.122.122,n,n,n,n
430,Pala 22,Cliente PTX Dispatch/Provision,10.117.123.122,n,n,n,n
431,Pala 22,Cliente PLC Medicion,10.117.124.106,n,n,n,n
432,Pala 22,Cliente AC800 Centurion,10.117.121.121,n,n,NAT,n
433,Pala 22,Cliente GUI Centurion,10.117.121.122,n,n,NAT,n
434,Pala 22,Cliente GUI Centurion,10.117.121.123,n,n,NAT,n
435,Pala 18,Cisco AP,10.117.115.180,n,n,n,n
436,Pala 18,Cisco RO,10.117.116.180,n,n,n,n
437,Pala 18,Cliente Dispatch,10.117.123.180,n,n,n,n
438,Pala 18,Cliente VIMS,10.117.124.118,n,n,n,n
439,Pala 19,Cisco AP,10.117.115.181,n,n,n,n
440,Pala 19,Cisco RO,10.117.116.181,n,n,n,n
441,Pala 19,Cliente Payload,10.117.121.151,n,n,n,n
442,Pala 19,Cliente Camara ope,10.117.121.152,n,n,n,n
443,Pala 19,Cliente Dispatch,10.117.123.181,n,n,n,n
444,Pala 19,Cliente VIMS,10.117.124.119,n,n,n,n
445,Pala 23,Cisco AP,10.117.115.182,n,n,n,n
446,Pala 23,Cisco RO,10.117.116.182,n,n,n,n
